repo,title,created_at,closed_at
ollama/ollama,num_ctx,2025-03-27 10:04:12+00:00,2025-03-27 22:51:31+00:00
ollama/ollama,OLLAMA_NUM_PARALLEL not working,2025-03-27 10:03:17+00:00,2025-04-13 20:22:39+00:00
ollama/ollama,"Error: could not connect to ollama app, is it running?",2025-03-27 06:58:08+00:00,2025-03-27 07:13:16+00:00
ollama/ollama,Question: Changelog of updated models,2025-03-27 05:49:34+00:00,2025-03-27 11:52:56+00:00
ollama/ollama,Request for Help: Checking My ollama - Python - Based Embed Code,2025-03-27 04:06:26+00:00,2025-04-01 00:14:50+00:00
ollama/ollama,ollama uses multiple GPU resources,2025-03-27 03:34:11+00:00,2025-04-13 20:22:18+00:00
ollama/ollama,Add full support for omni models,2025-03-26 23:20:11+00:00,2025-04-07 14:01:25+00:00
ollama/ollama,add qwen 2.5 VL 32B model,2025-03-26 16:15:33+00:00,2025-03-26 17:02:39+00:00
ollama/ollama,Improve compatibility with OpenAI structured outputs  json_schema response format,2025-03-26 15:43:28+00:00,2025-03-27 13:06:35+00:00
ollama/ollama,How do I make a model simply complete my text?,2025-03-26 15:19:32+00:00,2025-03-27 16:06:11+00:00
ollama/ollama,[ENHANCE] Add Ubuntu Support for AMD Ryzen AI 9 HX 370 w/ Radeon 890M (gfx1150),2025-03-26 15:04:44+00:00,
ollama/ollama,Segmentation fault,2025-03-26 08:50:42+00:00,2025-04-13 20:21:56+00:00
ollama/ollama,Qwen2.5-VL-32B,2025-03-26 08:16:32+00:00,2025-03-26 08:50:11+00:00
ollama/ollama,plz add : `ollama stop all`,2025-03-26 07:55:48+00:00,
ollama/ollama,Ollama runs a multimodal model,2025-03-26 07:53:27+00:00,2025-03-26 09:00:49+00:00
ollama/ollama,ollama cannot running until restrat it,2025-03-26 07:37:22+00:00,
ollama/ollama,不能聊天,2025-03-26 05:08:48+00:00,2025-03-26 13:19:18+00:00
ollama/ollama,Qwen2.5-vl-32B wanted!!,2025-03-26 04:37:19+00:00,2025-03-26 07:17:42+00:00
ollama/ollama,Inaccurate model size display in ollama ps command,2025-03-26 03:34:14+00:00,
ollama/ollama,how to accelerate the inference speed of the model,2025-03-26 03:20:06+00:00,2025-03-27 08:36:28+00:00
ollama/ollama,Incorrect memory requirement calculation for small models (32B model showing 659.2 GiB requirement),2025-03-26 01:53:10+00:00,
ollama/ollama,ollama runners crashing with wsarecv: An existing connection was forcibly closed by the remote host,2025-03-25 19:54:57+00:00,2025-04-13 20:21:11+00:00
ollama/ollama,Discrepancy Between API Documentation and Actual Response: name vs model Field,2025-03-25 16:24:00+00:00,2025-03-27 00:11:18+00:00
ollama/ollama,Add support for array for head count GGUF KV,2025-03-25 14:04:47+00:00,
ollama/ollama,do we have official ollama docker image < 1 GB,2025-03-25 12:06:52+00:00,2025-04-13 20:20:12+00:00
ollama/ollama,Hope to support the Qwen2.5-VL-32B-Instruct,2025-03-25 11:04:54+00:00,2025-03-25 12:20:57+00:00
ollama/ollama,Update DeepSeek V3 to improved version,2025-03-25 10:50:45+00:00,
ollama/ollama,Vision models: regex sometimes doesn't catch file name from prompt,2025-03-25 10:35:49+00:00,
ollama/ollama,How can we prevent creating a new complete model instance in GPU when using different context lengths?,2025-03-25 09:48:18+00:00,
ollama/ollama,segmentation violation GGML_ASSERT(sections.v[0] > 0 || sections.v[1] > 0 || sections.v[2] > 0),2025-03-25 09:39:17+00:00,2025-04-13 20:19:48+00:00
ollama/ollama,dify中不同的模型启动模型上下文长度参数会导致启动不同的模型实例到显存中吗,2025-03-25 09:33:35+00:00,2025-04-13 20:17:07+00:00
ollama/ollama,运行模型时，gpu利用率占满，但是功率很低，gpu没有正常使用起来,2025-03-25 08:51:34+00:00,2025-04-13 20:16:34+00:00
ollama/ollama,wsarecv: An existing connection was forcibly closed by the remote host.,2025-03-25 05:35:48+00:00,2025-04-13 20:15:34+00:00
ollama/ollama,Please support Qwen 2.5 VL 32B,2025-03-25 05:23:38+00:00,2025-03-25 10:56:30+00:00
ollama/ollama,RX6600 detected but not used (Linux),2025-03-25 03:22:12+00:00,2025-03-25 04:00:48+00:00
ollama/ollama,Some Questions about Using Embedding Models in Ollama,2025-03-25 02:10:53+00:00,2025-03-26 09:09:06+00:00
ollama/ollama,llama runner process has terminated: exit status 2,2025-03-24 20:46:01+00:00,2025-04-13 20:14:40+00:00
ollama/ollama,Ollama model files for Gemma3 specifying mmproj ggufs do not retain vision capability.,2025-03-24 20:16:33+00:00,2025-03-25 01:11:44+00:00
ollama/ollama,Licenses for the Gemma models are outdated,2025-03-24 18:24:13+00:00,
ollama/ollama,Crrash with deepseek-coder-v2:16b,2025-03-24 16:10:01+00:00,2025-03-26 13:14:52+00:00
ollama/ollama,"Typo in UI, in Settings modal, under Reasoning: ""Expand though process by default for generating message""",2025-03-24 14:04:12+00:00,2025-03-24 15:29:15+00:00
ollama/ollama,Llama 3.1 Hallucination – Incorrect Information About Deepika Padukone,2025-03-24 11:35:57+00:00,2025-03-24 12:27:33+00:00
ollama/ollama,How can i send api-key via the OpenAI sdk,2025-03-24 09:43:32+00:00,2025-03-24 17:01:20+00:00
ollama/ollama,Error: listen tcp 0.0.0.0:11434: bind: Only one usage of each socket address (protocol/network address/port) is normally permitted.,2025-03-24 06:09:48+00:00,2025-04-13 20:16:21+00:00
ollama/ollama,Ollama's new engine.,2025-03-24 05:10:03+00:00,
ollama/ollama,Model Mistral-Small-3.1 does not see images,2025-03-23 22:39:40+00:00,2025-03-26 13:14:04+00:00
ollama/ollama,[ ROCm error: out of memory ] Runner Terminated: num_ctx within model / hardware limits reliably crashes,2025-03-23 22:13:57+00:00,
ollama/ollama,Where can I download mistral 3.1?,2025-03-23 22:00:06+00:00,2025-03-23 22:14:25+00:00
ollama/ollama,Spread model only for same CUDA version,2025-03-23 13:07:06+00:00,2025-04-13 20:14:21+00:00
ollama/ollama,Facing error in lora adapters with llama3.2-11b-vision base model,2025-03-23 06:14:27+00:00,
ollama/ollama,Go Version Update Breaks Development Build on Ubuntu 22.04 LTS,2025-03-23 00:06:06+00:00,
ollama/ollama,Default Num_GPU Causes Garbage Output On Apple Metal GPUs,2025-03-22 23:04:40+00:00,
ollama/ollama,llama3.2 always uses tool even when the message is not related to the tool,2025-03-22 19:22:35+00:00,2025-03-26 13:27:17+00:00
ollama/ollama,Tool calling doesn't stream output,2025-03-22 18:45:25+00:00,
ollama/ollama,Error: mkdir .ollama/models: permission denied,2025-03-22 17:14:05+00:00,2025-03-22 17:42:52+00:00
ollama/ollama,Allow BF16 and F32 model import from tensors files without F16 conversion,2025-03-22 16:15:57+00:00,
ollama/ollama,I can’t install ollama on my raspberry pi linux.,2025-03-22 12:59:02+00:00,2025-04-13 20:13:47+00:00
ollama/ollama,Support for Tools in OpenAI calls for Gemma3,2025-03-22 11:42:51+00:00,
ollama/ollama,ps后只会显示最近一次正在运行的模型而不是所有正在运行的模型,2025-03-22 11:17:49+00:00,
ollama/ollama,为什么mac中 gemma3工作不正常,2025-03-22 09:43:14+00:00,
ollama/ollama,Please increase support for AMD RX 6750 XT and other graphics cards.,2025-03-22 06:56:20+00:00,
ollama/ollama,"Suddenly can't run Ollama serve - now it's working, pls ignore this ",2025-03-22 04:44:34+00:00,2025-03-22 07:44:15+00:00
ollama/ollama,Feature Request: Wheel for Ollama,2025-03-22 01:52:56+00:00,
ollama/ollama,ollama v0.6.2 gemma 3 OOM: Killed process,2025-03-22 01:30:29+00:00,2025-04-14 20:48:47+00:00
ollama/ollama,"Limit role collation to system, user, and assistant",2025-03-21 18:28:02+00:00,
ollama/ollama,Ollama unable to unload model if another program use (a little) VRAM,2025-03-21 11:31:45+00:00,
ollama/ollama,bge-reranker-v2-m3,2025-03-21 10:16:26+00:00,2025-03-26 13:24:15+00:00
ollama/ollama,can't run model in nvidia 4090d,2025-03-21 06:07:53+00:00,
ollama/ollama,vector search,2025-03-21 03:31:25+00:00,2025-03-21 05:42:53+00:00
ollama/ollama,Deepseek says it's ChatGPT,2025-03-21 02:16:21+00:00,2025-03-21 07:01:09+00:00
ollama/ollama,/v1/embeddings FAILED,2025-03-21 01:59:59+00:00,2025-03-21 03:19:18+00:00
ollama/ollama,Mistral Small 3.1 24b Instruct 2503,2025-03-20 21:04:24+00:00,2025-03-20 21:34:27+00:00
ollama/ollama,nvidia/Llama-3_3-Nemotron-Super-49B-v1,2025-03-20 19:51:52+00:00,2025-03-21 18:38:14+00:00
ollama/ollama,https://huggingface.co/microsoft/Phi-4-multimodal-instruct,2025-03-20 19:49:33+00:00,2025-03-20 21:36:43+00:00
ollama/ollama,"panic: interface conversion: interface {} is *ggml.array, not uint32",2025-03-20 16:02:03+00:00,2025-03-21 18:38:52+00:00
ollama/ollama,gemma3 multimodal on osx not working,2025-03-20 15:32:41+00:00,2025-03-27 00:15:16+00:00
ollama/ollama,gemma3:27b not working,2025-03-20 14:26:49+00:00,2025-03-20 16:06:45+00:00
ollama/ollama,ollama docker 0.6.2 failed to run model,2025-03-20 11:29:31+00:00,2025-03-21 03:19:54+00:00
ollama/ollama,API documentation does not specify how errors are reported,2025-03-20 10:15:10+00:00,
ollama/ollama,"""GML_ASSERT((int)sched->hash_set.size >= graph->n_nodes + graph->n_leafs) failed""",2025-03-20 08:41:29+00:00,2025-03-21 17:42:20+00:00
ollama/ollama,RAG confusion.,2025-03-20 08:32:14+00:00,2025-03-21 07:04:12+00:00
ollama/ollama,a model run at GPU and another model run at CPU,2025-03-20 07:31:59+00:00,2025-04-13 20:13:28+00:00
ollama/ollama,HElp it just says internal server error,2025-03-20 07:16:57+00:00,2025-03-30 17:09:41+00:00
ollama/ollama,chat complete documentation disagree with implementation,2025-03-20 06:51:16+00:00,
ollama/ollama,add hiascend alats 300i duo npu support,2025-03-20 03:46:09+00:00,
ollama/ollama,"A cuda error occurs when accessing the REST API, but using the ""ollama run"" command works fine",2025-03-20 02:45:55+00:00,2025-04-13 20:12:39+00:00
ollama/ollama,Ollama endpoints convention,2025-03-19 21:16:27+00:00,2025-03-21 00:11:57+00:00
ollama/ollama,option to change account username,2025-03-19 16:54:25+00:00,
ollama/ollama,Large context size completely breaks the usability of the model,2025-03-19 12:17:06+00:00,2025-03-26 20:16:05+00:00
ollama/ollama,OLLAMA_MODELS directive not respected (Windows),2025-03-19 10:51:22+00:00,2025-03-19 10:52:12+00:00
ollama/ollama,cannot see custom model with param's inside docker container,2025-03-19 10:43:09+00:00,2025-03-21 07:07:10+00:00
ollama/ollama,Ability to paste image / contents of image into terminal running ollama,2025-03-19 10:20:08+00:00,2025-03-19 21:05:56+00:00
ollama/ollama,Allow entering prompt while model is loading,2025-03-19 10:17:37+00:00,
ollama/ollama,Ollama not using GPU though CUDA driver exists,2025-03-19 10:02:01+00:00,2025-03-20 06:58:44+00:00
ollama/ollama,Gemma 3:12b errors after error,2025-03-19 09:53:54+00:00,2025-03-19 10:32:56+00:00
ollama/ollama,New version support intel ipex_llm,2025-03-19 09:19:30+00:00,
ollama/ollama,"*BUG* ""http://127.0.0.1:36365/completion"": EOF with image attachments",2025-03-19 08:42:22+00:00,2025-03-19 18:28:03+00:00
ollama/ollama,"ollama how to deploy Multimodal,like sense-voice-small",2025-03-19 08:15:15+00:00,2025-03-21 18:36:39+00:00
ollama/ollama,OLLAMA_MODELS directive not respected,2025-03-19 03:29:21+00:00,2025-04-13 20:11:40+00:00
ollama/ollama,"""/set parameter num_ctx 1024 "" then n_ctx from 8192 to 4096",2025-03-19 01:29:45+00:00,2025-03-19 02:12:24+00:00
ollama/ollama,Gemma3-12b: 8K context window or 128K?,2025-03-18 21:03:49+00:00,2025-03-18 22:39:19+00:00
ollama/ollama,After update a few days ago the program stopped working. Before that everything was fine.,2025-03-18 20:25:14+00:00,2025-03-18 20:37:13+00:00
ollama/ollama,Ollama installs using older version of Fedora CUDA repo,2025-03-18 19:40:50+00:00,
ollama/ollama,Incorrect command for installing Nvidia repo on Fedora,2025-03-18 19:10:27+00:00,
ollama/ollama,gemma3:4b analyzing multiple images causes segmentation fault,2025-03-18 18:46:34+00:00,2025-03-18 20:20:52+00:00
ollama/ollama,"""ggml-alloc.c:819: GGML_ASSERT(talloc->buffer_id >= 0) failed"" using gemma3",2025-03-18 18:16:44+00:00,2025-03-19 01:08:20+00:00
ollama/ollama,gemma-3-12b high CPU load with OLLAMA_KV_CACHE_TYPE:q8_0,2025-03-18 16:57:48+00:00,2025-03-18 17:25:59+00:00
ollama/ollama,gemma-3-12b ignores stream=false parameter,2025-03-18 16:54:30+00:00,2025-03-18 19:03:05+00:00
ollama/ollama,creating ollama custom model using modelfile inside docker,2025-03-18 16:25:48+00:00,2025-03-18 20:22:57+00:00
ollama/ollama,"Fast inference via huggingface/unsloth, but slow inference speed in Ollama (converted to Q8_0 GGUF)",2025-03-18 15:37:17+00:00,2025-03-19 13:00:03+00:00
ollama/ollama,Ollama v0.6.2 - Gemma3 Model Stops Responding After a Few Prompts,2025-03-18 15:07:01+00:00,2025-03-27 21:08:01+00:00
ollama/ollama,Gemma3 shows internal server error processing image through OpenAI API,2025-03-18 12:35:47+00:00,2025-03-18 13:13:49+00:00
ollama/ollama,Ollama Leaves Copied Files when Importing Finetuned Safetensors,2025-03-18 11:22:02+00:00,
ollama/ollama,Previous model not found after ollama update 0.6.1,2025-03-18 03:44:44+00:00,2025-03-30 17:09:12+00:00
ollama/ollama,"Error: POST predict: Post ""http://127.0.0.1:39789/completion"": EOF Running gemma3:12b-it-fp16",2025-03-18 03:23:30+00:00,2025-03-18 08:11:01+00:00
ollama/ollama,Gemma3: 4b running with OOM,2025-03-18 02:51:41+00:00,2025-03-18 02:52:46+00:00
ollama/ollama,reload model error,2025-03-18 02:29:20+00:00,2025-03-18 20:27:35+00:00
ollama/ollama,"Error: digest mismatch, file must be downloaded again: want sha256:8de95da68dc485c0889c205384c24642f83ca18d089559c977ffc6a3972a71a8, got sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855",2025-03-18 02:08:44+00:00,
ollama/ollama,"Deploying using ollama has poor performance,compared to other deployment methods",2025-03-18 02:04:11+00:00,
ollama/ollama,Add Support for EXAONE-Deep Models,2025-03-18 02:01:08+00:00,2025-03-18 02:03:06+00:00
ollama/ollama,Add EXAONE Deep Reasoning Model Series,2025-03-18 01:54:04+00:00,
ollama/ollama,Ollama not using GPU (RTX 3090) anymore on Ubuntu 20.04 – (it previously worked),2025-03-18 01:52:43+00:00,
ollama/ollama,Gemma3 throws errors after first image recognition,2025-03-18 01:47:39+00:00,
ollama/ollama,api documentation,2025-03-18 01:24:52+00:00,
ollama/ollama,"Error: Post ""http://127.0.0.1:11434/api/show"": dial tcp 127.0.0.1:11434: connectex: No connection could be made because the target machine actively refused it.",2025-03-18 01:12:19+00:00,2025-04-13 20:10:32+00:00
ollama/ollama,https://github.com/ollama/ollama/commit/6349b99cbcc7cfa7129f0f5a647b7d3372871c40?w=1&diff=split screen protector,2025-03-18 00:56:52+00:00,2025-03-18 00:59:16+00:00
ollama/ollama,question about Deepseek V3 model,2025-03-17 23:32:52+00:00,2025-03-17 23:44:14+00:00
ollama/ollama,ollama serve crashes on windows after ~1 minute when using CUDA_VISIBLE_DEVICES=-1,2025-03-17 23:15:35+00:00,
ollama/ollama,Ollama Bug Report: Application Launch Issue,2025-03-17 20:26:25+00:00,
ollama/ollama,Any news on Pixtral 12B support?,2025-03-17 20:19:39+00:00,
ollama/ollama,Mistral-Small-3.1-24B-Base/Instruct-2503,2025-03-17 19:36:10+00:00,2025-03-17 19:42:05+00:00
ollama/ollama,mistral-small v3.1,2025-03-17 19:01:15+00:00,2025-04-09 09:31:00+00:00
ollama/ollama,reka-flash-3,2025-03-17 18:16:57+00:00,
ollama/ollama,OLLAMA can‘t correctly recognize AMD 6750gre 10G display memory,2025-03-17 16:29:22+00:00,
ollama/ollama,Models have different weights in process status,2025-03-17 14:26:35+00:00,2025-03-17 17:45:01+00:00
ollama/ollama,model create fails in AIX,2025-03-17 13:22:08+00:00,2025-03-17 17:48:54+00:00
ollama/ollama,fail to use gpu,2025-03-17 11:26:06+00:00,2025-03-17 11:51:54+00:00
ollama/ollama,Ollama Fails to Fully Utilize RTX 3060 VRAM with gemma3:27b (Only Uses 7GB out of 12GB,2025-03-17 10:37:58+00:00,
ollama/ollama,"update to 0.6.1, the model seems don't be loaded to th vram",2025-03-17 10:09:37+00:00,2025-03-17 10:17:04+00:00
ollama/ollama,run gemma3:12b got an error:An existing connection was forcibly closed by the remote host.,2025-03-17 10:02:48+00:00,2025-04-13 20:08:57+00:00
ollama/ollama,Gemma3 Model Tokenization Issue with Unicode token.,2025-03-17 09:56:53+00:00,2025-04-02 21:07:41+00:00
ollama/ollama,ollama/ollama Cannot find the configuration file for ollama in the image,2025-03-17 09:49:17+00:00,2025-03-26 03:22:12+00:00
ollama/ollama,Properly Interrupting Inference in Ollama,2025-03-17 09:40:09+00:00,2025-03-18 06:17:45+00:00
ollama/ollama,AMD RX9070/9070XT support,2025-03-17 09:38:30+00:00,
ollama/ollama,可以指定在第几张显卡运行么？,2025-03-17 08:43:36+00:00,2025-03-23 05:02:56+00:00
ollama/ollama,Support Multiple GPU?,2025-03-17 08:14:21+00:00,2025-03-26 13:09:49+00:00
ollama/ollama,"Model Gemma3:27b causes ""panic: failed to sample token: no tokens to sample from""",2025-03-17 07:57:02+00:00,2025-03-17 16:56:40+00:00
ollama/ollama,"How to set the --cache-type-k, --threads, and --prio parameters for the llama-cli command in Ollama?",2025-03-17 07:10:53+00:00,
ollama/ollama,Ollama REFUSES to use GFX803 EVEN when detected,2025-03-17 06:40:58+00:00,
ollama/ollama,MetaStone-L1-7B model template,2025-03-17 05:50:10+00:00,2025-03-18 01:26:19+00:00
ollama/ollama,problem with model after update to 0.6.1,2025-03-17 05:35:01+00:00,2025-03-17 05:54:06+00:00
ollama/ollama,"Sesame family models, Realtime voice mode?",2025-03-17 05:31:20+00:00,
ollama/ollama,ollama.exe run deepseek-r1:1.5b error,2025-03-17 05:18:17+00:00,2025-03-19 02:40:45+00:00
ollama/ollama,Messages[].ToolCalls not passed correctly to the template,2025-03-17 03:43:50+00:00,
ollama/ollama,CORS error: request header field openai-beta is not allowed,2025-03-16 23:47:57+00:00,2025-04-15 00:42:52+00:00
ollama/ollama,Crash when giving prompt to gemma3:27b,2025-03-16 22:31:05+00:00,2025-03-16 22:40:52+00:00
ollama/ollama,Ollama stuck on pulling manifest in Ubuntu,2025-03-16 18:06:44+00:00,2025-03-17 00:12:03+00:00
ollama/ollama,Unable to utilize the GPU for computation.,2025-03-16 17:29:52+00:00,
ollama/ollama,Unable to load CUDA drivers on 0.6.1,2025-03-16 13:31:42+00:00,
ollama/ollama,Mo,2025-03-16 05:04:14+00:00,2025-03-16 05:04:25+00:00
ollama/ollama,اكتوبر الحي الاول,2025-03-16 04:03:54+00:00,2025-03-16 04:07:08+00:00
